feature1,feature2,feature3,feature4,feature5,label
-0.8648708944412583,-0.9222628127859207,-0.8831790528841623,-0.8118874564616944,-0.026379095697615113,0
0.21527661254671404,-0.7223635179535026,-1.3677484734530627,-0.789241424009536,-0.4876289510510025,0
-1.4093721112004851,0.7912319542075151,1.567579685315978,0.8802346838680635,0.36960247067404545,1
-0.6262241201094857,0.2771927545950541,-0.44495123706029105,0.08288656292085496,1.251135220506431,1
0.6788450805037247,-1.8525253535260868,0.08140115737604803,-1.2099713698932706,0.6792881771434423,0
-1.8993000479904414,-1.9042029253681712,0.14385406449083726,-1.2300739186626881,-1.3538350118732956,0
-0.08700950262873691,2.0285868438427377,-1.7202564654760004,0.9549954076717527,-0.28463849420469456,1
-0.016482954609970835,0.9776926406988998,1.4342581540864203,0.9736393464802879,-0.24094697561879588,1
1.7641179019645896,1.0482338294245692,-1.2763444755340845,0.4055979906641402,-0.9898726445030334,1
-0.8637214247228076,1.047393615476447,-1.0219975083936828,0.4627317457448429,-2.057972132706257,1
-0.5133806352933271,1.777249745416384,-1.6813213814513406,0.7971616046886876,-0.8830445728994485,1
0.19453236894768777,-0.9157918605927642,-1.1284775303269337,-0.8632350163655671,-0.2622418354777311,0
0.03807735808707371,1.0000019948880043,0.3462051573228415,0.7416410873273486,0.22547029859337367,1
0.03848223498021586,-0.891388912174638,-0.325977981168903,-0.665030352088356,-0.11267661387320133,0
-0.3015137912268174,1.606993622098126,-1.681482475995998,0.6842259141541215,-1.1247258691809952,1
1.917081429362178,-1.0435772896067688,1.2830332884121614,-0.4009930209923021,1.445792086399719,0
0.27421563718698716,-0.8882310653793728,-1.1893260844083557,-0.8587607312688971,0.9751120830782083,0
0.3404656984809733,-1.8003513303405243,0.12846308312208765,-1.1646994918190403,-0.9483970879004371,0
0.029978405166102985,0.7323110837761718,-0.7048971466685408,0.3257208542560439,0.19584312094413253,1
-0.38289481085020477,-0.997008383904376,0.9981765837526589,-0.434723669253759,-0.5706562039008561,0
-1.5266070238569311,0.9133073215521336,2.050242415670538,1.0706619542717954,-0.5258077101695177,1
0.17306368756930246,-1.9956228566098337,0.5001229272692806,-1.2098869085029622,-1.249527403788803,0
-0.8198580458139396,-0.7993217135411566,0.302193014338225,-0.4614977599746045,-2.3991546675888276,1
0.5543004988332529,0.5853871118067899,-0.7518435109406518,0.21764520802437448,-0.10359378023232643,1
0.3663855971882703,-0.1260975247967182,-2.375123761220947,-0.622341932393098,0.379709859606648,0
1.5050996889280834,0.831604356840888,1.0692285959409806,0.793970309792878,1.2269078440895862,1
-1.4176492418403823,1.184020114747892,1.4737397384067248,1.1194131034872572,1.3492036354021442,1
-0.5405720900739406,0.9481975142785288,0.11629810323264178,0.6551413739063819,0.5388844264971753,1
-2.453557611016111,2.0254147798751534,-1.8936109718182892,0.913571745248031,-0.008052357901458236,1
0.7417413517260675,0.7532282906338112,1.0005341800605472,0.7264168248651919,-0.5853150311400672,1
-0.3763788719726785,0.6225704405236387,-0.7135013414460027,0.2509987398743998,-0.4892050189786395,1
-0.8268272243545464,-0.9950383099083695,1.592981084768391,-0.2985038854731264,-0.42129108440215296,0
-0.271606184420476,-0.9990100661422878,1.892369146532067,-0.23323048940654167,-0.059740806802419104,0
0.6000958459371526,-0.8989870536698691,-0.7335326542083787,-0.7625102271073403,0.015273439047504703,0
1.056634791852378,0.20959228125817608,1.6275423227270038,0.5081422152501011,-0.021095037831825935,1
1.9843772092557928,3.536071748831823,-3.2515866245082083,1.6072932471948467,-0.16312029486786817,1
0.6168071365073156,-0.953410248129482,0.9472020001205512,-0.4173751941111403,-0.9552219613490127,0
-0.12398281212519333,-1.0817154816988677,1.0473117129546068,-0.4797492808268152,-0.3068482238183104,0
1.024325299499675,0.06034946544578568,-2.3994143236101,-0.504215976193537,-0.23795320637981182,0
0.23152059700214367,1.1610910053301824,-0.010579713782784994,0.7675355503165209,-0.2147249658336842,1
1.2468351212379811,1.2798147193107714,0.6484654786532771,0.9957473175756049,0.6846866924640189,1
0.12529869592543547,-0.5053117863597585,-1.749091971776553,-0.7318077008318504,0.9424131355043002,0
0.38951323841345203,-1.4752332022585797,-0.5243803289993685,-1.0971870105041301,0.5798221324220878,0
-0.46457212888120336,-0.9833848134374403,-0.06803353895060016,-0.6675271947671002,1.4773440539344547,0
0.274624668918374,-1.884941658716777,0.31394224563149,-1.178722154127487,-0.7006392207101929,0
-0.4348136107841091,-1.0627408563063254,0.29606067879304454,-0.6375655111795128,-1.1929322685415171,0
-0.7339542434681178,-0.9376773034004516,-1.212267752433126,-0.8967528273683766,-0.09079396594760553,0
0.8950792928958073,-1.5650709038237305,-0.42801652469231855,-1.134902399521026,-0.40839367222932893,0
-1.4173300208471087,0.04214418730908853,-0.40629517473428267,-0.0642093811429553,0.6663712067947678,1
0.20202381052392798,0.7127557486067309,-0.9405322508912808,0.259306752984606,-0.17844091477190394,1
0.31311459952021564,-0.9700912235098698,0.7687573591700648,-0.4689113424310609,0.3650041858235844,0
0.5353557021035178,0.7825809330327103,1.4589794116717565,0.8498653884753036,0.9293862292888744,1
0.6006097405290499,-0.8282097259798469,-1.208631671733173,-0.8233386529860385,-0.8144192093315572,0
0.2776461086151776,-0.9101587903396852,-1.1432938904498153,-0.8628602937796135,-1.7683794011469323,0
1.3958521360513776,1.583427636509521,-1.3842764791738982,0.7360111748268181,-0.7475805588691067,1
